code,value,bate,code_description,modifiedDateTime,assessmentDate,isCorrected,isLatest,status
AANWC00,355.783,c,Gasoline CIF West Africa Cargo Eur/mt,2020-12-09 19:17:22,2020-12-09 00:00:00,N,Y,OK
AAUHE03,229.369,c,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
AAUHE03,229.791,h,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
AAUHE03,228.946,l,FO 380 CST Rdam dlvd Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
AAUQC03,351.321,c,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAUQC03,351.571,h,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAUQC03,351.071,l,Gasoil .005%S (50ppm) FOB ARA Barge MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAVBH03,359.548,c,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAVBH03,359.798,h,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAVBH03,359.298,l,ULSD 10ppmS CIF NWE Basis UK Cargo MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAVJI03,350.321,c,Gasoil 0.1%S FOB Med Cargo MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAVJI03,350.571,h,Gasoil 0.1%S FOB Med Cargo MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAVJI03,350.071,l,Gasoil 0.1%S FOB Med Cargo MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAWZC00,405.0,c,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-12-09 18:39:14,2020-12-09 00:00:00,N,Y,OK
AAWZC00,405.25,h,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-12-09 18:39:14,2020-12-09 00:00:00,N,Y,OK
AAWZC00,404.75,l,ULSD 10ppmS CIF NWE Basis Le Havre Cargo,2020-12-09 18:39:14,2020-12-09 00:00:00,N,Y,OK
AAYWR03,344.929,c,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAYWR03,345.179,h,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAYWR03,344.679,l,Gasoil 0.1%S FOB NWE Cargo MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAYWT03,347.429,c,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAYWT03,347.679,h,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAYWT03,347.179,l,Gasoil .1%S (1000ppm) FOB ARA Barge MAvg,2020-12-01 10:15:11,2020-11-01 00:00:00,N,Y,OK
AAZBN00,410.75,c,Jet CIF Med Cargo,2020-12-09 19:17:16,2020-12-09 00:00:00,N,Y,OK
AAZBN00,411.0,h,Jet CIF Med Cargo,2020-12-09 19:17:16,2020-12-09 00:00:00,N,Y,OK
AAZBN00,410.5,l,Jet CIF Med Cargo,2020-12-09 19:17:16,2020-12-09 00:00:00,N,Y,OK
ABWGF03,255.833,c,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGF03,256.044,h,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGF03,255.622,l,FO 1%S CIF Med Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGH03,250.422,c,FO 1%S FOB Med Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGH03,250.633,h,FO 1%S FOB Med Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGH03,250.21,l,FO 1%S FOB Med Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGL03,211.404,c,FO 3.5%S CIF NWE Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGL03,211.615,h,FO 3.5%S CIF NWE Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
ABWGL03,211.193,l,FO 3.5%S CIF NWE Cargo Eur/mt MAvg,2020-12-01 06:10:09,2020-11-01 00:00:00,N,Y,OK
AAIDM00,352.75,c,Jet FOB Med Cargo MAvg,2020-12-01 07:02:58,2020-11-01 00:00:00,N,Y,OK
AAIDM00,353.0,h,Jet FOB Med Cargo MAvg,2020-12-01 07:02:57,2020-11-01 00:00:00,N,Y,OK
AAIDM00,352.5,l,Jet FOB Med Cargo MAvg,2020-12-01 07:02:57,2020-11-01 00:00:00,N,Y,OK
AAJUW00,353.345,c,ULSD 10ppmS FOB ARA Barge MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAJUW00,353.595,h,ULSD 10ppmS FOB ARA Barge MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAJUW00,353.095,l,ULSD 10ppmS FOB ARA Barge MAvg,2020-12-01 10:15:12,2020-11-01 00:00:00,N,Y,OK
AAKOD00,450.75,c,Gasoline Reg Unleaded 98 FOB AR Barges,2020-12-09 17:39:22,2020-12-09 00:00:00,N,Y,OK
AAKOD00,451.0,h,Gasoline Reg Unleaded 98 FOB AR Barges,2020-12-09 17:39:22,2020-12-09 00:00:00,N,Y,OK
AAKOD00,450.5,l,Gasoline Reg Unleaded 98 FOB AR Barges,2020-12-09 17:39:22,2020-12-09 00:00:00,N,Y,OK
AAQCF03,307.804,c,Jet CIF NWE Cargo Eur/mt MAvg,2020-12-01 07:02:57,2020-11-01 00:00:00,N,Y,OK
